file_path,genre,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29
data\classical\classical.00097.wav,classical,-280.7256,122.72235,-14.398866,26.855799,1.3519739,5.9942274,-13.104071,3.3753617,-11.5543375,5.1937947,-1.0517688,2.763467,0.06284401,1.3419089,1.5190892,-2.213261,0.7730354,-3.969128,-9.1357155,-6.9251537,-0.04037745,-1.4456795,-1.7964971,-1.1299021,4.034558,3.6614377,0.7217454,4.747597,-0.2799149,-6.6901665
data\classical\classical.00098.wav,classical,-287.521,101.73793,-35.369,41.282764,-12.745122,17.284992,-13.978298,16.311884,-5.5990286,13.664283,-8.790592,-0.057105996,-13.769376,6.4802904,6.7078853,6.9852624,7.031875,8.390631,-5.6107707,1.377122,6.0246935,4.2510533,1.3684118,-8.847246,3.424603,0.070635624,0.1784762,4.6378865,-5.6410837,-5.126236
data\classical\classical.00099.wav,classical,-378.73932,126.49873,-18.81513,42.87581,-14.305189,25.34269,-14.64103,18.704288,-10.188719,21.10809,4.4370375,18.225647,-10.274281,8.953815,1.2109159,6.2801147,2.5284433,4.3861527,1.7054092,9.987649,-0.19308612,-3.7032347,1.7960821,0.28704053,6.544021,0.27243793,4.2073493,7.9996676,2.603996,-5.935088
data\country\country.00000.wav,country,-23.184359,70.25887,3.818911,28.329025,13.76447,5.725915,3.9781454,7.4515557,2.6495175,8.495177,-2.2885163,2.0798767,-3.3781197,5.1236925,-0.1764189,0.35927144,0.5841995,4.0280023,0.92438954,4.08801,-3.16703,-1.1952249,-4.192599,0.72458893,-0.102335736,3.3932447,-2.1261477,-0.10847606,1.3173705,0.19483092
data\country\country.00001.wav,country,-8.001197,62.728,-1.4580808,28.115849,9.9723625,9.353735,5.420156,9.825023,3.0283053,8.426978,0.31103772,6.545156,0.7390595,-1.7741019,0.8506021,2.982779,-2.7668254,2.8226826,-1.7435719,0.9709401,-1.4419231,-4.826624,-3.7770324,-1.1260176,-3.745432,0.17277963,-0.3804117,-2.1405973,-1.41274,-0.9884619
data\country\country.00002.wav,country,-120.72672,79.31613,5.453445,34.812134,16.550337,13.15254,6.2395873,9.984545,-1.9874377,6.7651973,-6.290685,0.2770041,-6.7018795,1.6440437,-1.7412106,-0.6663896,-4.842762,-0.28317094,-5.389651,-1.9393585,-7.489529,-0.112952456,-0.27392316,0.073276624,-0.47346666,1.735278,1.9902424,0.74339473,-4.1508255,-1.896611
data\country\country.00003.wav,country,-57.75979,95.76648,-10.109319,40.979633,13.979035,-0.9898583,-0.18847127,7.4250774,-3.6333375,9.545139,-2.9410644,2.4362514,1.9947803,-1.2870499,1.3565394,4.4236846,-6.5204806,-0.03459857,-1.4115794,-3.0789082,-7.326577,-1.9102961,-4.3367963,-3.7109451,0.6082897,-3.1508477,-2.557391,0.010584592,-2.9940963,-2.3280315
data\country\country.00004.wav,country,-20.78135,62.950428,2.3044403,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.4352968,9.372202,-0.404158,7.5194154,-0.9842738,4.0191503,-0.66244876,-0.06125192,-0.16676468,0.24374011,-5.4381933,1.8272818,-0.57667893,-0.3707593,-5.2833343,-5.9988203,-7.910058,-3.3595507,-0.032319084,5.408933,0.76439255,-3.922698
data\country\country.00005.wav,country,-24.692423,62.388382,-7.7689857,28.530293,10.947266,5.6092887,0.032920815,13.834209,3.0137303,9.866081,0.81874436,5.8707213,-1.2669297,2.994797,0.94076455,2.0843098,3.0438795,3.0530632,-0.13393769,3.6150692,-1.1807336,-0.70964766,-0.66254973,2.1804101,-1.420166,0.4936598,-2.4859405,-0.7779212,-1.7312083,-1.2057208
data\country\country.00006.wav,country,-23.14604,71.35541,1.3973157,24.47451,16.34997,4.5169725,-3.9798617,18.038275,-3.358467,2.474037,2.9799597,0.83682466,-1.1464859,0.16857769,-3.301721,0.1861839,-1.2149609,-1.5663674,-2.7524984,-2.110104,-2.8013315,-1.2302514,-5.3400903,-3.005771,-3.988143,-2.2705188,-6.0321836,-3.2691257,-4.496493,0.12804021
data\country\country.00007.wav,country,-20.81746,64.90752,6.767102,26.357126,11.665423,13.185629,-1.9791069,8.582197,0.4728952,7.441096,-0.41490942,6.945586,3.6606066,2.0337164,0.6502081,4.3827734,-2.802764,2.975754,-1.8402822,-2.3632526,-2.2126303,0.60104877,-1.2930543,-0.09157508,-0.49044248,-0.17885743,-1.4198633,-0.1267142,-6.8342185,-4.3784738
data\country\country.00008.wav,country,-19.72382,76.66849,-4.84972,32.24758,7.6701546,17.224525,-1.4669178,9.14332,2.7177043,9.111842,-2.6976073,7.5035057,0.33303115,4.9300003,2.801467,1.8928756,2.4545383,6.401708,-3.3361027,6.3192244,0.12581731,-1.484566,-7.5717835,-0.70380545,-4.9729104,-4.904139,-1.2649955,3.1879766,-2.5584521,-4.571501
data\country\country.00009.wav,country,12.1632,58.97738,0.91886264,26.749128,9.254704,3.5763056,1.5831511,8.648173,0.97104156,11.627411,-2.1597261,1.1948515,0.4723694,4.408359,-0.17110051,3.0999486,-1.1844648,4.545524,0.8650014,1.2720963,-3.0542958,-0.69635147,-5.435872,1.2010086,-0.12772684,-1.3538903,-2.7694955,-1.4413127,-3.1471994,-2.597719
data\country\country.00010.wav,country,-197.73265,106.509026,-4.4345407,37.64394,-0.86065483,-0.95550233,-3.4480147,-0.051242225,-9.299326,-5.164658,-4.245077,-3.5471113,-1.3499807,-7.1235623,-1.6197429,-2.4868116,-5.0532327,0.3024153,1.0691494,-1.6592697,-2.8487818,-2.964927,-4.7587867,-2.9387417,-1.7284425,-3.1690004,-0.67112464,-2.799606,-4.854749,-2.9292648
data\country\country.00011.wav,country,-199.0945,61.18678,9.970173,23.455229,10.266042,0.021369202,8.005174,1.1249685,-4.8876796,9.501938,-6.344292,3.8612273,1.6283535,-1.3461187,2.6031919,-3.5718613,1.9763373,2.5352304,1.0390568,-0.98147744,-5.1293344,-3.6145737,-0.6510266,-4.525406,-9.682483,-0.67532974,-1.9522843,-0.9597583,0.91673917,-0.52579087
data\country\country.00012.wav,country,-141.0231,123.89308,-2.494801,27.972536,0.012813036,1.2166239,-11.020721,-1.3764037,-7.020709,-6.118952,-5.1924863,-2.1684282,-4.5938888,-2.3405595,-1.1824416,-3.964283,-4.234257,-7.813797,-1.6731255,-1.084656,-2.9773674,-2.6497734,-2.9526393,-4.6400075,-3.3929942,0.5863368,0.58726925,-2.9221506,-2.8446956,-6.118696
data\country\country.00013.wav,country,-126.18547,77.63614,3.1659162,19.950848,10.833183,0.72669667,5.2176957,-0.49295205,-0.9993632,5.3890133,-3.735502,-3.5004709,-5.3318467,0.28486115,-2.0108876,0.8345813,0.3288452,-1.114898,-4.387004,-2.6085503,0.41914126,3.32381,0.9664662,-3.7046409,-4.2661095,-2.3273718,-0.51731634,-3.2229245,-5.785866,-3.1294875
data\country\country.00014.wav,country,-124.6331,72.52177,16.71368,18.248219,12.224788,8.088155,7.982229,-0.5219015,2.3674657,-0.5643611,-5.5733914,0.5387731,-5.067154,-1.1601871,-3.5754244,-3.6894364,-0.16906029,-0.64208156,-4.1438947,-3.999883,-3.649651,-3.2113888,1.1991704,-1.1981937,-1.8164531,-1.511461,-1.2444562,-3.4441738,-7.0615897,-4.811871
data\country\country.00015.wav,country,-116.17638,111.72995,-5.2455125,33.995697,-12.458564,4.2506166,-14.428153,8.494949,-8.19823,-1.3456504,-12.559845,-5.005492,-2.1499326,-1.8379672,-8.272397,-3.0211012,-5.472165,-2.941531,-2.636676,-3.3716762,-3.102424,-1.9634978,-3.5023744,2.16296,0.060569927,-6.102456,-1.4245842,-3.1674986,-3.0933104,1.3862104
data\country\country.00016.wav,country,-210.17332,139.61768,-16.979992,58.003025,-9.654812,-1.9645076,-18.001234,-8.207505,-11.778446,-7.882443,0.60710543,-9.965226,-6.466774,-3.8483527,-12.04527,0.3174676,-8.04239,-6.79309,-1.8463355,-5.9385214,-9.75252,-8.376117,-3.7674465,-2.1491268,-7.47079,-4.547175,-7.437576,-5.005245,-1.9027661,-2.1443439
data\country\country.00017.wav,country,-171.339,137.35457,7.9645786,28.539564,2.7081964,-0.50151,-2.9561005,-1.1593422,-6.159661,-2.4005284,-5.853389,-2.1666093,-5.3437123,-2.7834225,-1.5698565,1.294838,-3.4124446,-0.8946278,2.6330256,-0.09977292,-4.2883973,-1.8982209,0.4571605,1.6003383,2.950331,0.020600995,-3.486513,-2.7180617,-2.281126,-0.19585258
data\country\country.00018.wav,country,-131.14856,102.99637,-11.533306,17.73964,16.962389,4.4356074,1.2965345,3.4184597,-1.4990544,1.6171722,-7.983499,-0.82497543,-8.876751,-3.842363,-4.4875875,-8.93866,-6.380394,-1.5118132,-5.409956,-8.043467,-1.7709881,-5.5512977,-4.6352797,-0.747448,-4.5404024,1.1250786,-2.1878755,-0.73244363,-1.9057424,-4.7504673
data\country\country.00019.wav,country,-256.06357,163.10161,-22.872879,26.93337,15.301942,-3.50522,4.2170873,-0.79301673,-9.463186,1.7569615,-4.4230623,-3.6401737,-4.252334,-8.109075,-2.376017,-5.1455927,-11.161296,-2.412988,-0.5396905,-4.7787414,-0.8137516,-4.0615625,-9.643926,-3.45015,-1.8182834,-3.8124502,-0.15395787,0.43946627,-4.2571545,-4.841445
data\country\country.00020.wav,country,-161.09123,74.70691,22.421598,46.01199,5.269036,25.11239,-0.5864292,10.375498,-6.830219,5.0498123,-0.7697865,1.4022418,-6.0112886,-4.0060997,-4.793629,-2.8669364,-4.986899,-3.6081996,-7.5884213,-3.2281842,-2.2565322,-5.2352395,1.3539364,-0.42254016,0.6387255,2.25785,1.4863093,-2.7292998,-0.809478,3.6024551
data\country\country.00021.wav,country,-209.38939,167.1398,-20.865452,36.817654,10.305034,3.9740636,-5.6623545,-4.6380916,-6.237971,-4.1778646,-6.688475,-3.2634773,-7.967006,-4.053322,-4.987053,-4.496616,-4.010354,-6.3978004,-5.91674,-8.175597,-8.179098,-2.804584,-5.315812,-3.8837686,-6.4414253,-4.2188635,-2.3115659,-3.5433989,-2.4802716,-3.6874676
data\country\country.00022.wav,country,-195.12416,114.29301,0.001429602,38.17855,11.291479,-6.075158,1.2188286,-0.0041930964,-15.420769,-3.5709002,-6.125418,-4.500051,-0.12475661,-4.3862214,-9.412581,-10.716871,-6.541959,-10.051359,-7.2627316,-4.007446,-6.99891,-2.5654721,-3.9825692,-4.6486807,-4.485889,-5.479256,-5.5480328,-3.379232,-0.7865528,-2.4602282
data\country\country.00023.wav,country,-353.05423,110.632095,32.743378,24.164183,18.746185,5.9248896,-1.7401656,3.8813748,-2.987254,-1.9034864,-2.8664541,-0.97887444,-6.4891205,-4.2524424,-3.7505188,-6.0119343,-7.199875,-2.5195584,-4.032561,-3.4128342,-7.050633,-6.880731,-10.334141,-7.785414,-6.1068482,-5.052873,-1.7727264,-4.0573792,-4.425985,-2.7557414
data\country\country.00024.wav,country,-199.98285,109.121544,-5.5460243,48.132893,1.2039802,4.5974913,-9.152174,-1.471275,-11.66506,-5.204099,-11.550537,4.9783483,-4.9808197,-6.0473065,-0.6872891,-8.536201,-8.461553,-7.9434843,-7.613288,-0.38595316,-8.608607,-6.871461,-8.685348,-7.1320944,-5.878149,-0.2109769,5.9406905,6.740573,-0.17357832,-6.8231764
data\country\country.00025.wav,country,-200.55318,119.65538,-3.6046815,31.952965,9.957966,15.293297,0.6486003,0.23646212,-4.4767165,-2.3108823,-5.255605,-2.4737477,-6.048022,-0.8033078,-4.706508,-11.29183,-8.867358,-8.068559,-3.1603546,0.33031377,-2.8295467,-3.2405927,-3.9702775,-4.1449213,-5.2976775,-4.0412197,-0.49672452,-0.51511157,-3.7996192,-3.6206172
data\country\country.00026.wav,country,-194.26962,151.78432,-3.0342526,29.480589,9.101757,5.985581,3.784445,3.765722,-5.8694096,1.5940248,-3.7664156,0.9295919,1.9723039,-2.2319498,3.3600001,3.75466,-1.1347995,2.2319846,3.3677235,-4.13741,-2.760512,-1.1299309,-3.2085369,0.7605537,1.2485226,0.9247099,-0.3522168,0.47087047,1.626067,2.4518857
data\country\country.00027.wav,country,-100.73443,106.97025,-27.18039,29.091337,5.039497,-5.4290433,3.2457469,-5.1666436,-5.1038213,-0.8067117,-3.8309822,-2.7171009,-6.651432,-4.6703544,-5.6970487,-5.9915314,-10.221571,-10.535934,-5.7311044,-7.2916656,-8.348927,-5.7311873,-4.4667335,-7.402938,-7.041762,-6.35766,-7.862421,-5.0011253,-5.013449,-6.7850785
data\country\country.00028.wav,country,-169.19261,132.80664,-13.484966,31.182264,6.3355885,-3.7656243,-2.0574632,-3.6175504,-4.556713,1.2857978,-6.986225,-7.255016,-1.3873173,-9.508183,-5.418511,-1.9065212,-7.168161,-1.4283392,0.15933105,-4.114242,-7.221233,-3.162929,-3.4660194,-3.4145262,-1.6218617,-2.1210043,-4.647886,-8.35629,-4.5544295,-1.1474297
data\country\country.00029.wav,country,-171.28873,160.4967,-17.80444,30.512203,7.514744,-8.2560425,-5.6703825,0.13195087,-8.836377,-2.6552682,0.70573163,-3.78496,-6.5005155,3.7841282,-5.431031,-3.076479,-6.2547708,-1.940013,-0.83493346,-1.433976,-0.49661884,-2.796186,0.031281274,-4.0042167,-0.8883618,0.091865234,-2.6850214,-5.631295,-3.419334,-4.174358
data\country\country.00030.wav,country,-277.1022,128.25644,42.42859,37.69783,12.780972,9.599224,-5.9831166,-7.538272,-8.034319,-4.942378,-6.5300474,-3.627953,-7.2284265,-7.452904,-1.5747141,1.3907409,3.0805378,2.5106266,-1.0542907,-2.7523243,-4.5609984,-5.060817,0.38083202,2.7038176,-2.4488056,-4.8744636,-7.3074737,-14.430362,-6.399246,1.8903086
data\country\country.00031.wav,country,-130.4947,104.13707,-19.2614,34.153618,5.413921,-2.1668842,-0.7268799,-2.8929858,-5.4595356,4.080211,-4.4622407,3.523582,2.147013,0.18757649,2.6818895,-3.07535,-3.1991117,1.6599616,-0.680654,-4.3735867,-0.6209433,-1.3043818,-7.2620544,-0.36451715,-3.651572,-3.3588324,4.69328,4.1169605,-2.7401974,-1.0923959
data\country\country.00032.wav,country,-237.99352,97.70346,6.526742,45.977615,2.1547685,16.221973,8.825113,7.7670083,-0.59379196,4.4802604,0.14091596,3.021077,-1.6638006,-5.4229407,-2.8296824,-3.0536504,-0.4980622,-0.11182406,-3.8595042,-2.6508048,0.06327031,-5.73908,-2.1067836,-1.8542778,-2.9349124,-4.1366057,1.5589141,0.41520345,-3.2624905,-5.6059093
data\country\country.00033.wav,country,-133.3365,78.990364,-5.6506476,35.522865,-7.5477085,7.9280396,2.7298074,0.39645377,-1.1331302,-1.1071385,-7.8454437,-1.1711785,-4.814018,-3.1399326,-5.0448146,-1.0937083,-0.96363306,-2.4559503,1.1548455,-1.8392485,-2.622369,-1.9855295,-8.584458,-10.316652,-5.4686546,-5.35019,-8.300267,-1.3394116,-0.32619447,-3.691107
data\country\country.00034.wav,country,-153.86736,83.68425,-8.418767,13.969093,13.55185,3.773254,3.0063746,6.347874,2.066796,2.0754557,3.1952746,-0.47532395,-3.0259306,-4.5377707,-5.0488076,-4.9258924,-6.135663,-1.6660154,0.4654977,-1.5515391,-1.079739,-3.1876674,-1.8335543,-1.414819,-3.232292,-0.7628343,-3.0419493,-4.5725875,-4.78955,-1.7940248
data\country\country.00035.wav,country,-120.383224,95.348915,-6.0082717,25.16893,20.961815,-7.1399155,8.552629,2.440012,-14.6636305,9.296396,-2.3618507,-3.156473,0.60948336,-4.4258304,-7.452153,-0.44424567,-3.587983,-5.0256357,-2.523358,-4.7514105,-4.2619886,-1.7153343,-4.8588696,-3.4555933,-3.6468616,-5.523327,-3.9326746,-1.4801921,0.028467208,0.29931018
data\country\country.00036.wav,country,-339.7991,97.781006,-9.6959095,50.986897,7.8249445,11.747368,0.6847606,2.4938347,-4.7754116,0.19351886,-5.9746647,-2.8948965,-6.157009,-1.8445805,-5.355182,-8.306349,-10.728059,-7.740845,-3.4437325,-6.962086,-5.5933366,-7.3362164,-5.3940625,-2.0458524,0.11022973,-1.9997908,-4.8494225,-6.11378,-6.967122,-8.255194
data\country\country.00037.wav,country,-173.4441,105.05278,1.155317,24.114841,22.12515,2.5424929,-1.5812403,0.17491437,-5.3230443,3.8141825,-4.5238996,-4.5872827,-1.5664961,-2.2571905,-3.857909,-6.458283,-7.4685717,-5.533387,-2.1898677,-2.4518628,-4.8328304,-1.390899,-3.7006896,-1.3244699,-2.0650885,-1.6885782,-2.7588432,-2.052499,-6.57712,-3.8651328
data\country\country.00038.wav,country,-118.028564,74.16701,8.2881365,15.462522,6.1549687,8.443999,4.1188307,5.7389975,-1.9503189,3.163911,5.040857,-1.1298938,2.4367032,-1.4256319,-4.7408276,-6.3695383,-5.7475576,-6.266189,-4.5168686,-1.009379,-1.332402,-4.4198523,-3.0866249,-4.9490085,-4.723362,-1.6514254,-3.6479106,-1.8580365,-0.58545804,-4.211945
data\country\country.00039.wav,country,-89.73638,36.2862,11.469535,37.49559,9.199136,3.7405186,2.8403578,6.811539,1.4674553,0.09733825,1.0258602,1.1755472,-3.5642974,-2.091178,1.7115148,-1.3672682,-4.3769636,-2.6016088,-3.5284464,-4.2272496,-5.1796846,-1.5152833,0.14745201,-1.4734222,-1.4277257,0.1907865,-2.234281,-3.081501,-7.870817,-7.592521
data\country\country.00040.wav,country,-102.8967,85.32916,-4.324985,30.583778,3.010156,-1.9592187,4.4452953,3.4205205,-4.253563,-1.7713999,-3.970628,-1.3591871,-3.7630885,-5.1772523,-2.8950467,-0.26965055,-7.421149,-4.0963783,-3.4501848,-10.1142845,-8.334321,-3.143105,-2.0792582,-2.2707508,1.5099558,-4.247712,-5.1975937,-2.2480052,-2.0888026,-2.818707
data\country\country.00041.wav,country,-111.69471,82.26009,13.068496,31.930077,23.68303,-0.5323793,12.029794,3.660206,-5.7385216,3.333035,1.4207492,0.7725831,0.5596443,-1.1348552,-1.7467116,0.55844426,-2.3236961,-4.612612,-0.62006694,-4.944747,-8.905547,-2.2763867,-2.5355127,-4.8512783,0.10709088,-3.8445263,-5.5180306,-4.166678,-4.4941735,-0.7380222
data\country\country.00042.wav,country,-101.28809,84.139015,7.751808,30.383913,13.85436,11.632601,-0.11175929,-4.9390707,-2.3706596,-1.9748868,-8.18772,2.8250737,0.54670924,-6.795643,-4.3111024,-4.577833,-9.847294,-5.6903605,-10.405995,-7.5132923,-9.252596,-6.5968556,-5.147749,-2.0462544,-0.6194492,-3.6811943,-1.720511,-2.841424,-3.4517043,-1.6491524
data\country\country.00043.wav,country,-101.19903,85.43055,-19.69571,20.584856,9.973623,7.594193,0.104056016,3.405438,0.046411645,1.5777521,-1.4500952,-1.2814347,2.1464107,-4.794343,-0.3170538,-0.42996433,-4.8876414,-3.0000095,1.0770749,-1.4569033,-4.7548685,-3.2423892,-3.3195214,-3.420195,-2.1088026,-1.3872784,-5.713298,-3.8361688,-1.8884493,-1.2410418
data\country\country.00044.wav,country,-162.72116,119.81048,-2.8799524,20.506132,27.808872,5.485367,6.040956,1.204544,-3.6995325,0.3423855,4.411625,-0.4080613,2.4593601,2.1353858,-1.6038624,3.629129,-3.4621623,-2.5598269,5.6417904,-3.6547265,2.037905,5.4445553,2.2803018,1.0713981,2.1903598,-2.137112,-3.4091892,-3.2069306,-0.33200082,-1.7092853
data\country\country.00045.wav,country,-61.2354,71.26333,-17.042137,17.118322,5.0581465,-4.204789,-1.6676307,1.1733667,-0.854297,4.976347,-1.695669,4.8454185,-0.15781678,-2.0794044,-0.27295634,-5.3116016,0.23376085,-0.100881144,-3.937658,-0.92281747,-1.5810307,0.124918394,3.0592299,-1.2171178,-1.9909328,-2.151988,-4.2387133,-1.0083574,0.1212906,-1.0513031
data\country\country.00046.wav,country,-126.891594,103.492065,-31.892567,58.71933,-1.958355,-3.130634,-2.9370546,0.36575213,-3.0380836,-0.82976234,5.5851655,-10.142879,0.7323166,-1.6198152,-10.050463,-5.2108836,-9.042455,-4.7387824,-1.0380155,-2.8514986,-6.7409496,-1.5227624,-4.497862,-0.5813424,-4.0069985,-9.304188,-6.782304,-3.8364356,-4.3503785,-4.98456
data\country\country.00047.wav,country,-165.51901,117.87926,-33.606743,42.623318,-1.3848822,3.8313904,7.169803,-7.170014,-1.6314923,0.8754549,-12.514056,2.8942633,-12.372037,-1.3238244,-6.636533,-8.864955,-5.1069417,-8.079848,-4.2646637,-0.15898141,-4.136034,-1.8235124,-1.6365824,-8.104545,-2.2324471,-5.022883,-2.7495332,1.9674344,-3.7240322,-9.19167
data\country\country.00048.wav,country,-149.00017,107.24382,11.1901455,26.698795,11.405787,-3.808101,14.028653,-5.8929515,-11.049588,2.8112707,-8.445196,3.1889079,-0.77371275,-12.404469,-6.286398,-3.299155,-8.168631,-6.5842876,-3.6775792,-2.967854,-6.451838,-1.6198095,-4.816868,-0.53314805,-3.8756235,-2.7092085,-0.6728254,-2.165554,-0.7750684,1.1111364
data\country\country.00049.wav,country,-109.98737,134.74861,-24.026144,19.394617,-4.407176,-4.8148885,-7.800573,-0.3937005,-5.4159317,-2.957,0.78146684,-4.776981,-0.17221723,-1.690577,-2.4042227,-1.9624149,-6.938368,-4.0739036,-1.955714,-5.792825,-4.5939803,-4.1804485,-3.086461,-2.3244326,-2.8695414,-3.0439358,-4.417151,0.45850158,0.2643528,0.9903782
data\country\country.00050.wav,country,-143.12674,121.898,-13.34437,47.777847,-12.660497,23.372252,-10.994922,18.8561,-13.706635,15.950975,-11.356478,10.2887,-6.002485,2.7361474,-9.2863245,4.504716,-8.325129,4.5223846,-6.035288,-2.3523781,-6.2277966,-1.1301085,-1.1470711,1.0991149,2.6159477,0.25850788,6.0089192,4.8466926,0.39199823,-1.3598566
data\country\country.00051.wav,country,-204.71436,121.91577,-17.742798,46.3246,-1.7955843,17.031994,-14.699763,14.667406,-19.3929,10.903635,-13.474712,1.2002156,-6.213006,-1.6907123,-8.696857,-2.512774,-11.3285055,0.16912672,-7.2870283,-7.511811,-2.1904233,-9.841043,-9.060549,-13.377586,-8.100988,-10.358184,-3.911628,-1.8606255,-1.5697633,-2.922025
data\country\country.00052.wav,country,-265.27585,138.85979,6.1417327,47.49592,-2.3968027,21.038162,4.0860734,17.653969,-12.02991,15.491059,-1.1331513,7.8893595,0.49858165,-0.23055445,-3.869981,4.0625024,-3.111555,3.0031967,-1.4015296,-1.4950988,1.4535682,-0.49729002,-5.614167,-4.116363,1.1633736,3.9390564,5.0243053,1.8450834,-3.000764,-2.2558272
data\country\country.00053.wav,country,-84.74407,100.98661,-16.020493,51.761948,-17.082294,22.577103,-20.299927,18.914927,-19.492682,15.328482,-17.741413,8.583118,-15.000552,6.4369044,-10.276651,3.2850342,-9.550154,4.0466037,-5.595068,-0.7083238,-7.8520145,0.16015422,-1.3506558,1.315848,-3.093058,-3.8325498,-3.48623,-4.932157,-3.661858,-3.0305147
data\country\country.00054.wav,country,-175.0163,115.70678,5.106449,58.160652,-3.3279543,29.664284,-10.028762,19.65578,-16.30351,13.737743,-8.81984,7.2240396,-8.89276,4.7499175,-11.4932785,0.91233087,-8.153264,1.1864226,-7.9808745,-5.6468606,-1.9503843,-0.24191147,-0.2839618,-0.18338938,3.7788086,-1.9880145,-7.8119035,-4.088013,1.7446257,4.3696322
data\country\country.00055.wav,country,-82.962616,122.5328,-16.658556,40.015907,-15.007229,21.670378,-18.256283,18.361864,-17.988773,16.991611,-16.039673,8.533731,-8.706784,10.766552,-4.624802,7.2375846,-7.6094975,5.2948713,-5.5172386,-0.17936286,-2.3033905,1.2699792,-3.5168962,-2.192416,-1.889872,-5.518275,-1.6812892,-0.07016232,-2.3880808,-4.1819005
data\country\country.00056.wav,country,-164.79193,123.42045,4.2346554,48.788734,-5.1513314,22.84455,-7.8052983,19.294298,-11.024413,21.256271,-9.740571,5.1541314,-6.1411104,5.4141016,-9.923706,3.9135346,-7.3264365,1.3926399,-8.839242,-3.7414536,0.87666243,0.7521111,-3.430364,-6.75932,-4.092579,-1.3308828,1.5166496,-3.6149173,-7.0837364,1.9984024
data\country\country.00057.wav,country,-137.88376,121.523895,-13.26719,43.318726,-10.709389,17.858778,-7.9495454,9.089492,-19.792677,9.440965,-19.59838,6.907874,-12.543895,-0.7556317,-9.14944,1.4457074,-8.303117,-3.7529554,-6.868935,-0.48034763,-8.6046,-5.070842,-0.96373975,-0.65649885,0.7704,0.56636107,-1.704853,-5.270111,-7.208871,-6.8501387
data\country\country.00058.wav,country,-101.38996,120.45385,-0.40658712,49.04242,-15.863626,19.873766,-13.094367,18.574188,-15.706967,15.254118,-5.9068427,6.6473475,-10.359329,7.085957,-8.217057,6.2007136,-8.389561,2.9200687,-6.6528335,-1.3233217,-3.8434289,-1.6202803,-3.3898602,-2.0696197,-1.6349047,-5.6394687,0.6653092,-0.013631154,2.5780964,2.801021
data\country\country.00059.wav,country,-185.1138,120.50994,29.717457,56.400288,-3.0346622,22.222614,-10.344739,20.05401,-13.685051,9.170437,-6.4285364,3.2967808,-8.737772,5.0113964,-9.227386,3.7786367,-10.20193,5.912037,-4.4247093,1.5817281,3.9120398,4.4856586,-2.0782743,-2.9723938,0.28493404,-11.119875,-6.020569,-3.1042285,-1.1525666,-0.11266757
data\country\country.00060.wav,country,-178.51938,130.13269,12.088971,47.051086,2.6224906,24.094347,-4.627712,22.772083,-10.941142,13.539126,-6.8097224,8.71216,-6.0909204,4.0794597,-5.152722,7.8594203,-5.255473,3.956895,-3.1399353,-4.3878207,-3.079879,-2.6364589,-6.178353,-8.278893,1.5380054,0.95852077,4.9349284,4.2427363,2.8662922,1.0680362
data\country\country.00061.wav,country,-186.39238,135.86008,5.928499,45.8605,-5.7662754,22.786793,-13.002946,17.122374,-13.756378,9.734512,-8.368886,6.659228,-9.09154,5.4229984,-6.853948,1.548852,-8.558102,5.4474525,-4.363458,-4.7068315,-4.245798,0.04742899,-3.0928633,0.3185113,4.2236557,-4.37857,-4.5977907,-6.0038643,-0.47523367,0.86458206
data\country\country.00062.wav,country,-94.09417,109.16863,-11.84995,41.56547,-19.475983,23.831955,-19.935585,20.374748,-17.28199,16.585615,-10.199128,9.392066,-10.051932,7.8054934,-15.095585,3.2743914,-10.467717,7.547813,-5.5502315,2.2327795,-3.1363034,-0.7579208,-3.5100203,-0.20325978,1.8634254,-5.298737,-1.8145394,-4.902286,-6.71759,-6.0637326
data\country\country.00063.wav,country,-185.4226,118.46735,17.79529,48.887688,-2.1608062,21.37011,-9.001163,20.535988,-11.416626,9.282178,-5.4816723,5.754808,-2.979571,3.4514766,-6.0777125,1.2669606,-5.9532437,7.072019,-2.168447,4.8688574,5.5179577,1.3681056,0.44513842,2.035954,7.7840877,1.3382901,-0.3083837,-2.463816,1.8503776,5.007436
data\country\country.00064.wav,country,-217.74222,128.34692,-7.513693,39.265003,-2.5556235,18.173012,-15.166711,16.770924,-15.265888,4.8992114,-6.5137625,2.8973584,-11.506306,-0.105541974,-10.6238,2.2620764,-9.167437,6.8667727,6.2359557,3.369279,4.5602636,-1.7122183,-6.925546,-7.241502,5.213065,-1.1236007,0.35642982,-1.424799,-5.4748583,-8.160872
data\country\country.00065.wav,country,-250.87863,163.09831,-3.8807104,30.153528,5.576422,7.4960384,4.02482,-2.1106052,-5.470411,-1.0583411,-9.981246,1.8183817,-8.760416,-7.0439935,-4.215172,-8.841513,-7.4048424,-3.301464,-5.14065,-9.97036,-8.499533,-9.5061455,-6.045834,-6.428818,-2.523612,-3.9411187,-1.9555893,-1.9423456,-5.8081174,-6.079702
